Date_fcx,fcx_volume,fcx_price,Date_nktr,nktr_volume,nktr_price
04-02-2015,22443861,15.13037,04-02-2015,1067896,12.37845
03-02-2015,33141642,15.62452,03-02-2015,617191,12.68416
02-02-2015,21217923,14.53993,02-02-2015,827038,12.87391
30-01-2015,27276030,14.0625,30-01-2015,883760,12.96953
29-01-2015,33264381,14.05806,29-01-2015,761007,13.32154
28-01-2015,27404493,14.48808,28-01-2015,831323,12.78844
27-01-2015,33844730,15.28786,27-01-2015,546517,13.18594
26-01-2015,16288157,16.37463,26-01-2015,566971,13.07624
23-01-2015,23160563,16.14252,23-01-2015,618148,12.98978
22-01-2015,19039488,16.60806,22-01-2015,687015,12.81736
21-01-2015,21354915,16.19389,21-01-2015,676895,12.527
20-01-2015,16892896,15.75748,20-01-2015,1052097,12.85937
16-01-2015,25455687,15.73294,16-01-2015,2183313,13.20575
15-01-2015,25351462,14.92034,15-01-2015,876844,12.5765
14-01-2015,60272114,15.01209,14-01-2015,687679,13.24228
13-01-2015,30072119,16.85885,13-01-2015,1069956,13.05049
12-01-2015,15452272,18.17181,12-01-2015,585167,13.25892
09-01-2015,9904233,18.46489,09-01-2015,618376,13.0093
08-01-2015,10959110,18.42214,08-01-2015,718737,13.28594
07-01-2015,11749699,18.00031,07-01-2015,788860,12.84024
06-01-2015,15756763,17.60356,06-01-2015,749959,12.30498
05-01-2015,23786919,17.3052,05-01-2015,760620,12.55556
02-01-2015,9331216,18.2657,02-01-2015,665388,12.62698
31-12-2014,12414512,17.98357,31-12-2014,537290,12.80992
30-12-2014,14736631,18.06783,30-12-2014,433438,12.6347
29-12-2014,12152461,17.80067,29-12-2014,712195,12.79987
26-12-2014,11115330,17.98756,26-12-2014,359267,12.50513
24-12-2014,5623270,17.50693,24-12-2014,380481,12.32158
23-12-2014,11175829,17.4735,23-12-2014,802330,12.14685
22-12-2014,14568392,17.14463,22-12-2014,945358,12.52857
19-12-2014,23998380,17.80832,19-12-2014,1913114,12.81863
18-12-2014,21206746,17.30471,18-12-2014,1007573,12.71166
17-12-2014,22364904,16.60708,17-12-2014,1285768,12.24925
16-12-2014,23220421,15.77963,16-12-2014,1152172,11.56767
15-12-2014,22011513,15.74988,15-12-2014,1756431,11.65782
12-12-2014,27925288,16.288,12-12-2014,936115,12.28725
11-12-2014,26720436,17.28114,11-12-2014,887643,12.59385
10-12-2014,16762156,17.95867,10-12-2014,724854,12.56839
09-12-2014,21678535,18.88728,09-12-2014,685675,13.15556
08-12-2014,14821327,19.00845,08-12-2014,1102575,12.9192
05-12-2014,9935791,19.70929,05-12-2014,813951,13.21077
04-12-2014,8874870,19.89484,04-12-2014,1353586,12.89697
03-12-2014,14662664,20.21241,03-12-2014,2531163,12.8078
02-12-2014,17127590,19.45601,02-12-2014,2175818,13.45067
01-12-2014,21161543,19.53387,01-12-2014,1532202,13.64655
28-11-2014,21626481,20.11347,28-11-2014,1512043,13.40571
26-11-2014,7975084,21.85571,26-11-2014,2945596,13.36265
25-11-2014,7990656,21.88979,25-11-2014,2366142,12.78491
24-11-2014,10754023,21.82049,24-11-2014,2216165,12.0544
21-11-2014,17097695,22.25012,21-11-2014,1229311,11.84211
20-11-2014,8810237,21.22442,20-11-2014,741971,11.42037
19-11-2014,9737907,20.84212,19-11-2014,739667,10.96414
18-11-2014,11127478,20.95382,18-11-2014,897039,11.24322
17-11-2014,10184790,21.26733,17-11-2014,1269333,11.05398
14-11-2014,12669380,21.06584,14-11-2014,941669,10.8918
13-11-2014,11509580,20.84973,13-11-2014,800584,11.11913
12-11-2014,11476761,21.38756,12-11-2014,941485,11.23081
11-11-2014,10499055,21.24751,11-11-2014,1235649,11.14409
10-11-2014,11418634,21.00344,10-11-2014,1320686,11.09681
07-11-2014,14414204,21.23305,07-11-2014,1815940,10.73755
06-11-2014,13550360,20.71446,06-11-2014,1367837,10.93725
05-11-2014,16168823,20.23049,05-11-2014,526132,10.88697
04-11-2014,10305044,20.63509,04-11-2014,469518,11.0004
03-11-2014,18725796,20.73426,03-11-2014,769147,11.06127
31-10-2014,14970960,21.18594,31-10-2014,925154,11.00471
30-10-2014,16474537,20.7446,30-10-2014,1010158,11.12697
29-10-2014,25454710,21.20664,29-10-2014,789094,10.89995
28-10-2014,27699868,21.22757,28-10-2014,1189017,10.94277
27-10-2014,15259117,22.20819,27-10-2014,759139,10.61
24-10-2014,10725594,22.66238,24-10-2014,854920,10.38705
23-10-2014,10839499,22.81254,23-10-2014,1169026,10.48094
22-10-2014,10494080,22.72142,22-10-2014,841481,10.00474
21-10-2014,11306051,23.04456,21-10-2014,911916,9.92696
20-10-2014,9478623,22.39415,20-10-2014,1543909,10.0508
17-10-2014,12102673,22.12989,17-10-2014,4211503,9.7095
16-10-2014,13671089,21.96408,16-10-2014,1417450,10.35088
15-10-2014,20231764,21.86953,15-10-2014,1644776,9.85459
14-10-2014,12610086,22.65502,14-10-2014,996025,9.89731
13-10-2014,11839063,22.59281,13-10-2014,1432677,9.89263
10-10-2014,13808660,22.59685,10-10-2014,1984022,10.0087
09-10-2014,13007579,22.63613,09-10-2014,1619412,9.98739
08-10-2014,11356832,23.49417,08-10-2014,1264448,10.16722
07-10-2014,12799560,23.03224,07-10-2014,1145258,9.8522
06-10-2014,15101202,23.78811,06-10-2014,922630,9.88487
03-10-2014,12907069,23.81871,03-10-2014,750036,10.04555
02-10-2014,14230744,23.33056,02-10-2014,776308,9.66393
01-10-2014,13884645,23.31557,01-10-2014,1221919,9.57253
30-09-2014,12312425,23.8409,30-09-2014,1369200,9.55737
29-09-2014,7360380,23.53164,29-09-2014,1564967,9.91573
26-09-2014,5333803,23.88805,26-09-2014,1641465,10.01655
25-09-2014,9216405,23.6458,25-09-2014,1128720,9.88933
24-09-2014,10397987,23.97902,24-09-2014,1438821,10.13529
23-09-2014,9104733,23.65886,23-09-2014,1720577,9.88558
22-09-2014,10698241,23.83743,22-09-2014,2378282,9.76465
19-09-2014,8586804,24.47512,19-09-2014,2722504,9.98987
18-09-2014,9330697,24.48306,18-09-2014,1673287,10.33816
17-09-2014,8450390,24.57254,17-09-2014,2371915,10.59378
16-09-2014,9558009,24.81629,16-09-2014,3486763,10.48207
15-09-2014,4812009,24.47315,15-09-2014,1277823,10.46242
12-09-2014,6369856,24.33707,12-09-2014,1271510,10.65978
11-09-2014,6753675,24.62906,11-09-2014,900775,10.68006
10-09-2014,7830138,24.7016,10-09-2014,954025,10.83553
09-09-2014,7772759,24.58915,09-09-2014,772903,10.49861
08-09-2014,7045362,24.89003,08-09-2014,642656,10.83965
05-09-2014,12034646,24.93568,05-09-2014,1389409,10.73276
04-09-2014,6082931,25.08584,04-09-2014,906250,10.60477
03-09-2014,6495134,24.77163,03-09-2014,1139411,10.73739
02-09-2014,10918628,24.93533,02-09-2014,1019435,11.03238
29-08-2014,4573136,25.51474,29-08-2014,646042,10.84823
28-08-2014,7663173,25.30965,28-08-2014,755232,10.86148
27-08-2014,5740829,25.47083,27-08-2014,1022129,10.82392
26-08-2014,6707508,25.44167,26-08-2014,1678168,10.92494
25-08-2014,4373218,25.48215,25-08-2014,1430584,10.78194
22-08-2014,4128320,25.38042,22-08-2014,816200,10.15106
21-08-2014,5189054,25.47254,21-08-2014,1088198,10.03088
20-08-2014,9754010,25.65962,20-08-2014,642870,10.07524
19-08-2014,5843813,25.12791,19-08-2014,897860,10.21174
18-08-2014,6405559,25.10037,18-08-2014,982362,10.13321
15-08-2014,6985642,24.86937,15-08-2014,1063892,10.03287
14-08-2014,8077439,24.8665,14-08-2014,801466,10.10547
13-08-2014,7134615,25.09727,13-08-2014,677128,9.91698
12-08-2014,4622109,25.45616,12-08-2014,707749,9.64072
11-08-2014,6954700,25.42049,11-08-2014,971702,9.68923
08-08-2014,5753229,25.08183,08-08-2014,1034192,9.42159
07-08-2014,12685769,24.97097,07-08-2014,978216,9.30337
06-08-2014,9300574,25.31486,06-08-2014,1413209,9.37991
05-08-2014,5929598,25.47351,05-08-2014,1635986,9.03583
04-08-2014,6426558,25.59544,04-08-2014,1206660,8.81717
01-08-2014,10008788,25.25293,01-08-2014,2153624,8.80054
31-07-2014,8276286,25.64285,31-07-2014,1368542,7.88196
30-07-2014,6046047,26.10927,30-07-2014,754700,8.22931
29-07-2014,7732231,26.0676,29-07-2014,1080578,8.20222
28-07-2014,7512955,26.11233,28-07-2014,1057483,8.11696
25-07-2014,11138830,26.08759,25-07-2014,798331,8.17633
24-07-2014,16150348,25.69327,24-07-2014,1148790,8.17372
23-07-2014,11631592,26.40529,23-07-2014,1075361,8.17054
22-07-2014,9733805,26.51385,22-07-2014,1359120,8.18297
21-07-2014,7194850,26.37386,21-07-2014,1637354,8.09851
18-07-2014,8637060,26.15948,18-07-2014,2165415,8.22546
17-07-2014,14014497,26.25209,17-07-2014,1738397,8.17805
16-07-2014,8486958,26.46928,16-07-2014,870649,8.62655
15-07-2014,11095516,26.02423,15-07-2014,1667664,8.65271
14-07-2014,6388381,26.21787,14-07-2014,1111033,8.9186
11-07-2014,9705647,26.24199,11-07-2014,774829,9.24796
10-07-2014,13146937,26.14336,10-07-2014,733757,9.03876
09-07-2014,11054497,26.20663,09-07-2014,678575,8.90145
08-07-2014,12041419,26.04347,08-07-2014,1254263,8.92923
07-07-2014,12834220,25.99832,07-07-2014,977646,9.15037
03-07-2014,12172045,25.89646,03-07-2014,450174,9.7405
02-07-2014,14137327,25.34788,02-07-2014,832154,9.72019
01-07-2014,11556366,24.6209,01-07-2014,869724,9.83858
30-06-2014,11355359,24.38884,30-06-2014,845355,9.3645
27-06-2014,8689358,24.18809,27-06-2014,1585970,9.4128
26-06-2014,6065089,23.99098,26-06-2014,859901,9.54305
25-06-2014,7313500,23.99219,25-06-2014,882386,9.48819
24-06-2014,8812307,24.00819,24-06-2014,988690,9.44285
23-06-2014,13584460,24.24796,23-06-2014,958629,9.69403
20-06-2014,8908775,23.47477,20-06-2014,1979761,9.74676
19-06-2014,7706360,23.24311,19-06-2014,899721,9.91117
18-06-2014,7674790,23.44317,18-06-2014,731858,10.23204
17-06-2014,5181585,22.99534,17-06-2014,1516002,10.22518
16-06-2014,4635520,22.91927,16-06-2014,1392418,10.54532
13-06-2014,6436432,22.96505,13-06-2014,4523582,10.26532
12-06-2014,7158374,22.73535,12-06-2014,136884,#N/A N/A
11-06-2014,6363109,23.0309,11-06-2014,#N/A N/A,#N/A N/A
10-06-2014,8408235,23.20298,10-06-2014,1058447,9.25735
09-06-2014,7586503,23.33665,09-06-2014,2768394,9.00927
06-06-2014,7249744,23.42706,06-06-2014,1411343,8.20441
05-06-2014,7490776,23.32317,05-06-2014,941098,8.39627
04-06-2014,8947322,23.19809,04-06-2014,822099,8.17166
03-06-2014,4343258,22.86032,03-06-2014,1438667,8.07599
02-06-2014,6484761,22.95786,02-06-2014,892944,8.48106
30-05-2014,10745643,22.8335,30-05-2014,1129571,8.59981
29-05-2014,6381972,23.03507,29-05-2014,904947,8.85443
28-05-2014,8029520,22.76776,28-05-2014,960669,8.62272
27-05-2014,6864647,22.81496,27-05-2014,1204606,8.6369
23-05-2014,6173327,23.11035,23-05-2014,750810,8.57059
22-05-2014,6503571,22.98599,22-05-2014,1533969,8.55678
21-05-2014,6908096,22.93733,21-05-2014,1015854,8.06558
20-05-2014,10030459,23.01405,20-05-2014,1136350,7.99182
19-05-2014,5532042,23.3858,19-05-2014,611283,8.04887
16-05-2014,8784745,23.3594,16-05-2014,637271,7.99153
15-05-2014,8285218,23.4977,15-05-2014,1049097,8.04698
14-05-2014,12660525,23.6895,14-05-2014,793966,8.10476
13-05-2014,12955085,23.7434,13-05-2014,915982,8.10219
12-05-2014,9810509,23.19951,12-05-2014,886852,8.14858
09-05-2014,6132512,22.54624,09-05-2014,1058684,7.94447
08-05-2014,7345645,22.33251,08-05-2014,1445656,7.84936
07-05-2014,7314908,22.33642,07-05-2014,907258,8.06034
06-05-2014,6739858,22.22986,06-05-2014,817239,8.05027
05-05-2014,7704107,22.45999,05-05-2014,590465,8.44624
02-05-2014,9088459,22.88191,02-05-2014,912445,8.27323
01-05-2014,6567665,22.5389,01-05-2014,1351459,8.40063
30-04-2014,6133486,22.6741,30-04-2014,1245123,8.48839
29-04-2014,9047096,22.81076,29-04-2014,1100605,8.31946
28-04-2014,7778325,22.38812,28-04-2014,1090666,8.08117
25-04-2014,7512697,22.482,25-04-2014,1248582,8.10811
24-04-2014,12376610,22.45183,24-04-2014,820596,8.58652
23-04-2014,7256025,22.17532,23-04-2014,1013703,8.65475
22-04-2014,8483091,22.07328,22-04-2014,2713352,8.88406
21-04-2014,4828804,21.86433,21-04-2014,1037352,8.00841
17-04-2014,7186923,21.85096,17-04-2014,1648233,7.93835
16-04-2014,6410851,21.832,16-04-2014,1176952,7.98568
15-04-2014,9316493,21.85096,15-04-2014,1735062,7.87322
14-04-2014,9738070,22.02858,14-04-2014,1640717,7.65114
11-04-2014,7899092,21.43211,11-04-2014,1896096,7.57717
10-04-2014,12864577,21.6567,10-04-2014,1549329,7.93548
09-04-2014,10188055,22.29742,09-04-2014,1442382,8.52343
08-04-2014,13391506,22.08198,08-04-2014,1000847,7.92259
07-04-2014,10664665,21.81744,07-04-2014,1536608,8.11558
04-04-2014,9815762,22.03025,04-04-2014,1657875,8.10653
03-04-2014,8074874,22.06399,03-04-2014,1369535,8.55623
02-04-2014,10772074,21.93263,02-04-2014,1009358,9.12393
01-04-2014,6962780,21.61907,01-04-2014,1223799,9.16075
31-03-2014,6815018,21.75858,31-03-2014,1670014,8.80046
28-03-2014,8679147,21.65028,28-03-2014,1329716,8.55086
27-03-2014,9929204,21.36467,27-03-2014,1619945,8.85348
26-03-2014,8995438,20.8249,26-03-2014,1518019,8.92015
25-03-2014,8909827,21.02325,25-03-2014,1544859,9.19216
24-03-2014,10665152,20.64862,24-03-2014,2070959,9.18853
21-03-2014,23335884,21.22155,21-03-2014,2647104,9.74195
20-03-2014,9039111,20.32344,20-03-2014,727537,10.52479
19-03-2014,14784286,20.23113,19-03-2014,995306,10.36217
18-03-2014,8445718,20.5869,18-03-2014,1101332,10.32179
17-03-2014,12495739,20.49787,17-03-2014,911483,9.45781
14-03-2014,13581722,20.2479,14-03-2014,759126,9.66187
13-03-2014,11172563,20.03609,13-03-2014,1305078,9.59082
12-03-2014,14130455,20.05452,12-03-2014,874900,9.60944
11-03-2014,19101550,20.07172,11-03-2014,646180,9.73745
10-03-2014,16093360,20.49485,10-03-2014,767930,9.80251
07-03-2014,24928108,21.02236,07-03-2014,925402,10.11171
06-03-2014,6629204,22.1189,06-03-2014,992124,10.28213
05-03-2014,8789769,22.37137,05-03-2014,1419809,10.89188
04-03-2014,9434163,22.12389,04-03-2014,5281685,10.7624
03-03-2014,17439722,21.65728,03-03-2014,2496160,10.32324
28-02-2014,12452265,21.40655,28-02-2014,1889986,9.29171
27-02-2014,5673353,22.11974,27-02-2014,2460243,9.5252
26-02-2014,9284969,22.14307,26-02-2014,925259,10.02048
25-02-2014,14933792,21.59255,25-02-2014,839267,9.74404
24-02-2014,9710600,21.90637,24-02-2014,725970,9.92211
21-02-2014,9430997,22.00852,21-02-2014,855187,9.93811
20-02-2014,12063752,22.32107,20-02-2014,594220,10.03576
19-02-2014,11185450,21.85612,19-02-2014,655582,9.83857
18-02-2014,7064773,22.22846,18-02-2014,728617,10.09161
14-02-2014,8808441,22.33084,14-02-2014,406496,9.8065
13-02-2014,7522146,21.98059,13-02-2014,682313,9.97074
12-02-2014,10396762,21.86466,12-02-2014,421451,9.93007
11-02-2014,11437433,22.03433,11-02-2014,735745,9.79559
10-02-2014,9749610,21.40798,10-02-2014,1030958,9.72731
07-02-2014,12856620,21.52081,07-02-2014,1669896,9.39725
06-02-2014,10854224,21.01282,06-02-2014,1321944,8.83759
05-02-2014,12747280,20.81709,05-02-2014,990595,9.18496
04-02-2014,12029945,20.73504,04-02-2014,837609,9.40019
03-02-2014,18971106,20.83503,03-02-2014,1465809,9.51395
31-01-2014,12451684,21.74592,31-01-2014,2181484,10.07034
30-01-2014,10616967,21.67051,30-01-2014,1292112,10.3232
29-01-2014,14644071,21.45274,29-01-2014,1356781,9.72914
28-01-2014,10019396,21.59393,28-01-2014,1203257,9.78555
27-01-2014,11267372,21.45606,27-01-2014,1904298,9.32086
24-01-2014,16421757,21.70144,24-01-2014,2280023,9.44237
23-01-2014,17916069,22.31712,23-01-2014,6504780,10.23035
22-01-2014,19040359,23.08303,22-01-2014,1314499,9.66718
21-01-2014,23375863,23.5796,21-01-2014,874761,9.97048
17-01-2014,20415905,24.23372,17-01-2014,999982,9.6512
16-01-2014,11010333,24.60493,16-01-2014,884111,9.76238
15-01-2014,11223907,24.40315,15-01-2014,683852,9.68074
14-01-2014,12083867,23.91993,14-01-2014,618160,9.59585
13-01-2014,13994358,23.64554,13-01-2014,724190,9.06694
10-01-2014,9822805,23.78084,10-01-2014,532112,9.36105
09-01-2014,10939886,23.61669,09-01-2014,571018,9.12906
08-01-2014,11610218,23.96368,08-01-2014,590695,8.96831
07-01-2014,8747041,24.16313,07-01-2014,404714,8.72404
06-01-2014,9731076,24.38253,06-01-2014,544371,8.56368
03-01-2014,7291479,24.64154,03-01-2014,632382,8.79824
02-01-2014,9047737,24.71904,02-01-2014,708182,8.68007
31-12-2013,7104474,24.58634,31-12-2013,793828,8.2312
30-12-2013,9713119,24.52118,30-12-2013,822177,8.38406
27-12-2013,9026400,24.46725,27-12-2013,382443,8.27281
26-12-2013,10345486,24.25232,26-12-2013,473388,8.5756
24-12-2013,5220576,23.83317,24-12-2013,234864,8.39059
23-12-2013,7822165,23.42982,23-12-2013,713014,8.19038
20-12-2013,11201825,23.43952,20-12-2013,2424410,8.18102
19-12-2013,6625642,23.13313,19-12-2013,641235,7.87413
18-12-2013,9817368,22.97357,18-12-2013,882607,7.98924
17-12-2013,7639601,22.79072,17-12-2013,533501,7.8802
16-12-2013,10320125,22.61125,16-12-2013,538469,7.82773
13-12-2013,8883062,22.48714,13-12-2013,601510,7.67605
12-12-2013,9235145,22.4054,12-12-2013,562088,7.81205
11-12-2013,11167332,22.42025,11-12-2013,740361,7.63602
10-12-2013,8526077,22.76268,10-12-2013,539634,8.156
09-12-2013,6652292,22.66878,09-12-2013,491309,8.29265
06-12-2013,7764362,22.46423,06-12-2013,623269,8.42582
05-12-2013,7583349,22.53492,05-12-2013,521004,8.38639
04-12-2013,9096604,22.82443,04-12-2013,462645,8.56996
03-12-2013,8737094,22.60299,03-12-2013,596049,8.70588
02-12-2013,9770280,22.71124,02-12-2013,675637,8.87019
29-11-2013,5404215,22.93705,29-11-2013,467409,9.24481
27-11-2013,12287032,22.95747,27-11-2013,705359,9.07885
26-11-2013,10917051,23.40356,26-11-2013,462808,8.68924
25-11-2013,10181260,23.79045,25-11-2013,928959,8.75388
22-11-2013,9326542,23.9522,22-11-2013,579182,8.71556
21-11-2013,7835688,24.14129,21-11-2013,686463,8.61134
20-11-2013,8334332,24.1839,20-11-2013,549774,8.23722
19-11-2013,7578567,24.1566,19-11-2013,931093,8.13387
18-11-2013,8348733,24.26653,18-11-2013,697403,8.15073
15-11-2013,11872112,24.54169,15-11-2013,1035493,8.42667
14-11-2013,7374764,24.23135,14-11-2013,835267,8.2022
13-11-2013,11278682,24.25709,13-11-2013,1021653,8.34696
12-11-2013,9002763,23.99139,12-11-2013,945717,8.09403
11-11-2013,8354960,24.43652,11-11-2013,855504,8.08028
08-11-2013,9522649,24.58298,08-11-2013,2650314,8.10952
07-11-2013,17184994,24.07771,07-11-2013,1269395,6.68407
06-11-2013,8216701,24.62607,06-11-2013,946105,6.92001
05-11-2013,8581706,24.80365,05-11-2013,456129,7.11263
04-11-2013,10318224,24.86617,04-11-2013,884160,7.03871
01-11-2013,10320867,24.48294,01-11-2013,957109,7.00259
31-10-2013,12085959,24.2825,31-10-2013,1331195,6.99316
30-10-2013,12548826,24.32018,30-10-2013,1325427,6.97168
29-10-2013,10793002,24.62583,29-10-2013,939890,7.43543
28-10-2013,10693067,24.27663,28-10-2013,621234,7.44689
25-10-2013,10741045,24.38029,25-10-2013,666271,7.53171
24-10-2013,19445622,24.34488,24-10-2013,643771,7.76586
23-10-2013,17169557,23.86321,23-10-2013,858856,7.63652
22-10-2013,28641127,23.69075,22-10-2013,955933,7.60862
21-10-2013,9674377,23.016,21-10-2013,1065027,7.50219
18-10-2013,15430723,22.89069,18-10-2013,2117383,7.47882
17-10-2013,14630983,22.8226,17-10-2013,1393314,7.76607
16-10-2013,9633528,22.69372,16-10-2013,976468,7.51295
15-10-2013,10693009,22.654,15-10-2013,919263,7.09735
14-10-2013,9174928,22.41136,14-10-2013,739842,7.28491
11-10-2013,9036836,22.1873,11-10-2013,926146,7.2088
10-10-2013,10173367,22.07569,10-10-2013,1004592,7.42494
09-10-2013,10921480,21.65319,09-10-2013,1872075,7.10532
08-10-2013,10028949,21.5658,08-10-2013,2252477,7.28967
07-10-2013,11102304,21.92471,07-10-2013,1392366,7.58748
04-10-2013,19977163,22.17858,04-10-2013,1161993,7.88076
03-10-2013,8921721,21.55849,03-10-2013,1296690,7.63359
02-10-2013,9198513,21.9511,02-10-2013,2249168,7.58301
01-10-2013,8634180,21.65709,01-10-2013,2338711,7.72643
30-09-2013,11518389,21.7527,30-09-2013,3328014,7.71931
27-09-2013,7682614,21.98928,27-09-2013,9129669,7.79487
26-09-2013,5762811,22.36806,26-09-2013,1573229,10.27982
25-09-2013,10092066,22.25082,25-09-2013,1148905,9.91277
24-09-2013,9880749,22.24918,24-09-2013,761113,10.13118
23-09-2013,13712720,22.22613,23-09-2013,1029154,10.16648
20-09-2013,20285377,22.27877,20-09-2013,2155677,10.3201
19-09-2013,15133947,22.77915,19-09-2013,695047,10.21088
18-09-2013,21080389,23.01358,18-09-2013,1444182,10.19614
17-09-2013,11004862,22.33918,17-09-2013,1047708,10.39236
16-09-2013,12990965,22.1792,16-09-2013,888881,10.05323
13-09-2013,15729936,22.12204,13-09-2013,872264,10.15803
12-09-2013,19503567,22.15901,12-09-2013,1539146,9.99925
11-09-2013,17429939,21.96161,11-09-2013,1142813,10.00677
10-09-2013,12396120,21.4256,10-09-2013,1340549,10.39216
09-09-2013,9353788,21.36843,09-09-2013,1123082,10.09202
06-09-2013,8693384,21.07491,06-09-2013,1067626,9.9058
05-09-2013,9927578,20.84963,05-09-2013,1342896,9.7966
04-09-2013,9291470,20.94923,04-09-2013,734691,9.7055
03-09-2013,13448945,21.02318,03-09-2013,831786,9.44499
30-08-2013,7383842,20.36416,30-08-2013,875345,9.22448
29-08-2013,8326826,20.44319,29-08-2013,874029,9.18429
28-08-2013,8949178,20.34064,28-08-2013,753310,8.85022
27-08-2013,14275392,20.33683,27-08-2013,1029623,8.85121
26-08-2013,10218638,20.97452,26-08-2013,1385832,9.35887
23-08-2013,10774780,21.12928,23-08-2013,1204259,9.07597
22-08-2013,12362768,20.88207,22-08-2013,803892,8.99087
21-08-2013,12528999,20.19845,21-08-2013,776282,8.57634
20-08-2013,9139576,20.54028,20-08-2013,721357,8.46498
19-08-2013,11365258,20.62857,19-08-2013,916403,8.26025
16-08-2013,15294284,21.07015,16-08-2013,999555,8.3715
15-08-2013,15278210,21.41727,15-08-2013,1194531,8.4986
14-08-2013,12604672,21.20385,14-08-2013,861667,8.37357
13-08-2013,14644352,20.91996,13-08-2013,1372325,8.73764
12-08-2013,13939756,21.29483,12-08-2013,1534764,8.73159
09-08-2013,27455094,21.07893,09-08-2013,3592634,9.30076
08-08-2013,27949433,20.46516,08-08-2013,2116943,8.16967
07-08-2013,18536210,19.6473,07-08-2013,1276703,8.32083
06-08-2013,13937390,19.5095,06-08-2013,1002854,8.71494
05-08-2013,8386779,19.47,05-08-2013,711386,9.15397
02-08-2013,10543745,19.56863,02-08-2013,874979,9.26414
01-08-2013,14410559,19.59459,01-08-2013,1841066,9.60345
31-07-2013,13730489,18.95351,31-07-2013,967872,8.44381
30-07-2013,13022179,18.93798,30-07-2013,1251105,8.52573
29-07-2013,8993949,19.16138,29-07-2013,723916,8.70155
26-07-2013,13223672,19.38331,26-07-2013,822594,8.91566
25-07-2013,9719674,19.3975,25-07-2013,1066307,9.00295
24-07-2013,23492910,19.45823,24-07-2013,528880,9.04134
23-07-2013,22792581,20.19693,23-07-2013,1170768,9.08265
22-07-2013,17123049,19.66099,22-07-2013,1181456,9.39206
19-07-2013,11489997,19.34075,19-07-2013,893112,9.80288
18-07-2013,10592141,19.15537,18-07-2013,623984,9.75927
17-07-2013,11973844,19.03602,17-07-2013,2037617,9.65066
16-07-2013,8450425,19.13032,16-07-2013,513312,9.60134
15-07-2013,7410132,19.17801,15-07-2013,1026871,9.76937
12-07-2013,12046613,19.0869,12-07-2013,1043972,9.5595
11-07-2013,21362088,19.49403,11-07-2013,1205695,9.75273
10-07-2013,11669343,18.89316,10-07-2013,871449,9.74243
09-07-2013,11327328,19.00781,09-07-2013,957467,9.56848
08-07-2013,9137449,18.77249,08-07-2013,936773,9.4498
05-07-2013,11425598,18.74143,05-07-2013,541031,9.35089
03-07-2013,6377299,18.71204,03-07-2013,310102,9.20618
02-07-2013,15607376,18.74395,02-07-2013,776005,9.00991
01-07-2013,16036953,19.05086,01-07-2013,1153429,9.16194
28-06-2013,16307936,18.6762,28-06-2013,1313110,8.8812
27-06-2013,12330099,18.42542,27-06-2013,1571102,8.97652
26-06-2013,16377104,18.15932,26-06-2013,1952511,8.62997
25-06-2013,28284393,18.30712,25-06-2013,828111,7.91663
24-06-2013,40726546,18.01576,24-06-2013,1432063,7.89554
21-06-2013,33274282,18.84966,21-06-2013,2385161,8.36631
20-06-2013,30758673,18.41919,20-06-2013,1029777,7.99909
19-06-2013,14912134,19.16006,19-06-2013,2795408,8.17042
18-06-2013,9178402,19.3868,18-06-2013,519421,7.32363
17-06-2013,11307491,19.57078,17-06-2013,433520,6.9982
14-06-2013,12989936,19.52898,14-06-2013,496141,6.95946
13-06-2013,15235562,19.61113,13-06-2013,517906,7.07586
12-06-2013,15059837,19.51289,12-06-2013,516772,7.13643
11-06-2013,30029893,19.42513,11-06-2013,971942,7.41829
10-06-2013,25711981,19.85118,10-06-2013,355470,7.14124
07-06-2013,25197817,19.89343,07-06-2013,568869,7.03373
06-06-2013,16625613,19.92051,06-06-2013,1200246,6.92023
05-06-2013,15589872,19.70562,05-06-2013,578835,6.74612
04-06-2013,18517033,20.07769,04-06-2013,557863,6.99258
03-06-2013,18681441,20.46085,03-06-2013,1118110,7.05442
31-05-2013,16169188,20.36365,31-05-2013,696099,7.3009
30-05-2013,35564572,20.76823,30-05-2013,787272,7.25893
29-05-2013,13450203,20.42532,29-05-2013,967080,7.09647
28-05-2013,15760498,20.42563,28-05-2013,994351,7.27555
24-05-2013,12675129,20.0176,24-05-2013,929055,7.17548
23-05-2013,19153552,20.34455,23-05-2013,2600276,7.19477
22-05-2013,21353981,20.93153,22-05-2013,1888638,7.18116
21-05-2013,21246298,21.06615,21-05-2013,615924,7.53446
20-05-2013,26041377,21.7263,20-05-2013,2380452,7.58894
17-05-2013,16165953,21.67158,17-05-2013,1299016,7.63174
16-05-2013,18827926,21.13185,16-05-2013,1146939,7.44301
15-05-2013,20995435,21.00744,15-05-2013,765643,7.68214
14-05-2013,17593467,20.73185,14-05-2013,752355,7.72734
13-05-2013,14136260,20.95238,13-05-2013,935736,7.79131
10-05-2013,15381097,21.34246,10-05-2013,1684502,7.41483
09-05-2013,28128826,21.16325,09-05-2013,1471158,7.57322
08-05-2013,23737946,20.9199,08-05-2013,1124556,7.61522
07-05-2013,17263473,20.51286,07-05-2013,458981,7.87985
06-05-2013,13713062,20.44891,06-05-2013,633947,7.96176
03-05-2013,17576261,20.20427,03-05-2013,703431,8.00412
